data_referencia,previdencia_total_dpmfi_r_bilhoes,previdencia_ntnb_r_bilhoes,alocacao_previdencia_em_ntnb_pct,previdencia_outros_titulos_publicos_r_bilhoes,alocacao_previdencia_em_outros_titulos_publicos_pct,escopo_denominador,definicao_previdencia_tesouro,fonte_anexo_2_7,fonte_anexo_2_8,metodologia
2014-06-30,360.694085659,216.053362501,59.899336055,144.640723158,40.100663945,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2014-07-31,362.754296598,217.547192693,59.970948582,145.207103905,40.029051418,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2014-08-31,358.133359144,208.433406113,58.199941667,149.699953031,41.800058333,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2014-09-30,364.124313748,212.403661973,58.332732518,151.720651775,41.667267482,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2014-10-31,358.995820372,215.722460947,60.09052159,143.273359425,39.90947841,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2014-11-30,364.547295666,217.459258513,59.651864408,147.088037153,40.348135592,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2014-12-31,372.734396512,219.792119274,58.967490345,152.942277238,41.032509655,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2015-01-31,368.426078529,223.584967026,60.686520324,144.841111503,39.313479676,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2015-02-28,384.519919586,228.677264103,59.470849872,155.842655483,40.529150128,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2015-03-31,425.094401147,235.980440241,55.512479017,189.113960906,44.487520983,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2015-04-30,434.69574005,240.493185527,55.324486387,194.202554523,44.675513613,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2015-05-31,450.257846453,243.553064066,54.091908888,206.704782387,45.908091112,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2015-06-30,468.644782342,249.698164171,53.280901352,218.946618171,46.719098648,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2015-07-31,489.030894413,256.951596444,52.543019138,232.079297969,47.456980862,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2015-08-31,513.206752841,262.895690423,51.226077788,250.311062418,48.773922212,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2015-09-30,540.622164951,268.222544999,49.613678903,272.399619952,50.386321097,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2015-10-31,541.403763181,270.369526416,49.938612327,271.034236765,50.061387673,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2015-11-30,552.020213229,275.778926685,49.958121112,276.241286544,50.041878888,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2015-12-31,566.406502504,281.793253788,49.751062628,284.613248716,50.248937372,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2016-01-31,586.210552991,286.550138631,48.881777574,299.66041436,51.118222426,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2016-02-29,608.194444342,291.482533008,47.925878922,316.711911334,52.074121078,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2016-03-31,622.824486894,298.615570119,47.945380505,324.208916775,52.054619495,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2016-04-30,644.533873434,306.990954638,47.629917882,337.542918796,52.370082118,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2016-05-31,651.040721866,310.382176564,47.674771506,340.658545302,52.325228494,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2016-06-30,668.861825084,314.358278453,46.998986437,354.503546631,53.001013563,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2016-07-31,689.784041903,327.749848877,47.514849426,362.034193026,52.485150574,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2016-08-31,696.416503324,318.753562565,45.770535454,377.662940759,54.229464546,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2016-09-30,708.535491755,325.460852467,45.93430481,383.074639288,54.06569519,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2016-10-31,716.945162899,332.337889728,46.354715385,384.607273171,53.645284615,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2016-11-30,726.414449719,340.990782702,46.941629924,385.423667017,53.058370076,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2016-12-31,748.126852326,344.412571491,46.036654134,403.714280835,53.963345866,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2017-01-31,751.649308883,353.08898288,46.975228834,398.560326003,53.024771166,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2017-02-28,788.965793573,376.047632841,47.663363343,412.918160732,52.336636657,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2017-03-31,808.949449503,385.94103842,47.7089191,423.008411083,52.2910809,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2017-04-30,812.79175402,388.28109602,47.771288783,424.510658,52.228711217,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2017-05-31,820.336546664,391.416220307,47.71410245,428.920326357,52.28589755,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2017-06-30,825.382713955,395.308065665,47.893911392,430.07464829,52.106088608,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2017-07-31,815.134450265,394.069568095,48.344118932,421.06488217,51.655881068,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2017-08-31,815.869057789,386.741960592,47.402454708,429.127097197,52.597545292,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2017-09-30,834.761522968,389.768141828,46.692154718,444.99338114,53.307845282,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2017-10-31,840.168351187,393.188432894,46.798767454,446.979918293,53.201232546,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
